uid,bdate,sex,city
176210456,,1,
186387664,,1,
377704312,,1,264
305157946,,1,
4935745,13.2,2,280
262715565,,2,1113710
372613008,,2,
115909589,,1,
343367379,27.7,2,73
331802969,,2,135
357571450,,1,
340360633,2.7,1,150
405995387,6.11.1990,2,158
363207300,1.4.1980,2,916
395145492,,2,
384534223,,2,
380350791,,1,
405938847,10.6.1988,2,0
252848545,12.10.1978,2,60
320749270,,1,
179143141,9.3.1990,1,17057
106076038,27.7,1,149
22691027,31.7,1,88
332736309,,2,
18613177,,1,
405800613,12.5.1983,1,859
195877200,6.3,1,0
231985165,,2,
402519924,18.12.1980,2,1
185159903,,2,
328825383,21.3.1990,2,4121
244194622,,2,
359434267,,1,123
302695955,21.6,1,0
265268526,,1,
209763706,,2,
21221082,,2,
10097519,10.7,2,1
258216675,,2,
297816491,2.11,1,143
120436890,14.9,2,2
385553003,7.10.1988,1,97
27252364,,1,
107269656,9.4,2,123
70935954,10.11.1985,2,10
316933753,,2,
66385498,,2,
316858484,,2,0
367050457,,1,
156324957,23.11,2,141
194297609,14.11.1989,1,1245
232876715,,1,
331383943,,2,
45934296,,1,
190313787,30.5.1982,2,0
20613444,,2,
394673295,,2,
49807607,,1,
98320027,,1,
339330571,,1,
14221352,,2,
393595340,25.8.1996,1,0
309337646,,1,
405642331,,2,
195971827,3.9,2,0
376801735,,1,
405680020,,2,
404475675,,1,1148278
144453774,,1,
231462608,,1,
405661714,15.2,1,1154279
152677693,,1,505
256600820,,2,
281406407,,2,
184433241,,2,
190351421,3.2,2,1107
143892354,20.1.1989,1,122
166946329,3.12.1903,2,2117
7371946,,1,
221367994,1.4.1983,2,1
349212635,,2,
405609557,1.1.1981,2,0
389634856,,1,
405607125,,2,0
367272336,,2,
405599935,9.9.1999,2,0
403415168,29.12.1986,1,580
304024197,3.9.1986,1,108
384389974,,1,
334422581,28.9.1996,1,314
158216488,,2,
101747196,,2,
34637002,,2,37
4709157,23.4,2,1
14802751,,2,
83451675,17.6.1994,1,1463
373456702,12.6.1988,1,56
377031846,29.11.1986,2,133
273900736,,2,
405503609,,2,
41216482,,2,
405474686,,1,0
341544233,,1,
244042947,,1,0
390357861,,1,
13988302,,2,
402620449,,1,
25959114,4.2.1991,1,110
18146339,15.12.1982,1,197
139677688,,2,0
88082562,,2,
132490040,,1,
324948589,22.3,1,282
50610098,23.12,1,2
359625222,1.5.1999,2,75
357995001,23.2.1991,2,119
163358672,5.4.1902,1,573
368151148,,2,
395883714,,2,
292022731,28.2.2001,1,24
7384571,,1,
403808972,4.5.1990,1,0
176512508,2.7,2,32
388994941,,1,552
368868674,,2,
298276462,15.7.1994,2,151
200033365,7.6.1984,2,282
276830064,,2,
167283828,24.9,2,64
185697382,,1,
349171613,,2,
111244199,30.10,1,140
252148226,,2,205
352359370,,2,
268382464,15.8,1,49
16561826,,1,
405305956,12.12.1996,2,18791
377806370,,2,0
314322003,,1,
404809520,,1,
189215013,,2,
404472357,,2,161
145869975,25.11,2,21613
399073865,,1,0
32174935,30.5,2,42
131924556,19.3,1,0
249428226,21.7.1996,2,72
230476492,,2,0
149223122,21.7.2000,2,621
43479219,15.7,1,98
356949594,,1,
134750355,,1,
361589368,14.2.1995,1,2
328619771,2.10.1998,2,4712
380516667,,1,
156644230,,2,
329498964,13.2.1988,2,2086
401909955,,1,
120407875,,2,
373727770,23.3.1989,1,10
395948707,,1,
346448278,,2,
188750384,,2,
91088837,,1,
404722620,4.3,1,0
85270555,,2,
405134564,,2,
359740966,25.4,2,0
369511397,,2,
134151081,,2,57
393480965,1.7.1988,1,99
333202422,,1,1
68120239,,1,476
121430851,24.11,1,22
397489401,,1,0
215929046,8.2.1986,2,64
298681864,,2,2
318476356,,2,0
34480612,28.6.1988,1,152
317508828,,1,
178642500,19.10,1,147
248245900,30.7,1,680
166079858,,1,1113
199077242,,1,
49379377,,2,
34380546,,1,
102105017,,1,
390621149,4.4.1985,1,0
9893467,,2,
362178617,,2,640
262989062,15.12,1,1002
320748691,17.2,1,1469
14025050,,2,
405023128,,2,0
388356193,,2,
405014700,13.6.1996,2,57
303311269,,1,
61266335,,1,
33953926,,2,
237899023,,2,
91249432,,2,
251451611,29.10.1999,1,0
376176952,,2,
212876009,,1,
322240486,,2,
240461180,9.12,2,1
272347504,,1,1930
142843870,,2,37
404948260,17.3.1993,1,112
240422412,,1,
308239028,,1,
4646656,,2,
223563725,7.9.1982,2,72
233001087,,2,
125089165,28.12,1,187
344629563,,2,
120472552,6.1,2,6037
107354822,15.2,2,354
398577908,,2,151
257604415,18.12,1,244
90876353,19.3.1998,1,1513575
122356931,15.9.1992,1,223
385023704,,2,
391325574,,1,
211028498,,2,
214487436,,1,
297187864,25.4.1996,1,1
272961716,,1,
379638920,,2,2
225384577,18.3.1974,1,12269
404600205,,1,
206541833,,2,0
390905013,,2,147
274256138,,2,1
267321518,5.10.1958,1,2702
124418948,,1,
270560315,23.3,1,4148
375069784,,2,
316055584,14.9.1995,1,97
164692643,,2,98
403208179,1.6.1992,1,22
207902895,,2,
140086441,6.7.1990,2,72
398746224,,1,0
280134157,,2,
371219198,9.4,1,3696
134545218,8.2.1995,1,100
153564947,7.12.1963,2,0
178643874,,2,
207099115,,1,56
257285695,,2,
166098788,,2,
345613204,,2,0
279806649,,1,
219033974,4.4.1979,2,110
309026858,15.12.1993,1,0
121286089,21.5.1998,1,0
380835962,23.7.1993,2,146
314316425,21.5.1997,1,123
27898565,,1,
9771113,,2,
296928383,,1,
283085041,21.8.1985,1,73
55626963,,2,
401132026,,1,0
404571244,,1,2722615
303806305,10.4,1,2
380881782,,1,
218381264,,2,
340140805,,2,
11390412,31.7,2,0
400743658,31.10.1993,2,146
281488809,,2,
249222088,,2,
369812697,,2,
272048587,,2,
404551233,,2,0
237861177,18.9.1985,2,1713823
305601281,11.10,1,49
63303514,,1,
278977888,25.10.1988,1,377
1970677,,1,
154104292,,2,
194987575,,1,
155311567,8.5,2,2611
403599305,7.8.1991,1,72
261105903,,2,
286972763,,2,
40851647,15.3,1,282
237916374,,2,
400836494,,1,99
112737067,,2,
131514147,18.4.1990,1,94
216794126,5.7,2,56
383537821,,1,
41152381,24.2,2,2
296365094,20.4.1999,1,818
165031919,,2,824
7234628,,1,
398975872,,2,0
353776158,5.2.1996,0,2722648
381853523,,2,
2784094,,2,
342701611,6.8.1986,2,0
344511843,,2,83
33232548,,2,
295305527,,2,106
181935289,27.8.1974,2,2201
23404208,7.3.1983,2,110
24418365,,2,
198857359,26.8,1,64
165004462,17.9.1985,2,7076
150960465,9.9.1994,2,0
14944138,,1,
370585671,,2,
4489294,,1,
402756604,,2,0
402409434,,2,0
11001496,,2,
402806868,,2,
332979957,,2,0
185532837,,2,122
85835317,,2,
375974468,,2,95
88224468,,2,10
181487893,15.2,2,119
62166893,31.1.1986,1,99
58192965,,1,
189372642,,2,78
339825766,,1,
219605377,,2,
152759938,,2,
56520491,,2,9788
103665527,7.8,2,2
94301898,,2,
316773916,,1,
99856671,,1,
86693838,,1,
268899403,17.3,1,167
220361659,,1,
211080949,,2,
35875083,4.11.1997,1,6305
237120806,,2,
165278245,23.7,2,0
231982316,,2,
355047331,,1,
268768795,24.10.1989,2,2205992
51268010,11.8.1990,1,158
403921696,,1,88
375877996,3.5.1968,1,110
28614792,,2,
388589778,13.8,1,1710959
144701365,,1,
70607043,,1,
81522381,14.12,2,1025244
152878464,1.12,2,145
403685944,,2,
47922906,,2,2
404142759,,1,
19876780,,2,
211891631,6.3,2,0
351245685,,1,
280658909,,2,
249026995,,2,
311600779,19.9.1994,2,288
34850155,,2,73
99393960,21.6.1999,2,157
58130936,6.6,2,528
366711782,7.4.1984,2,140
312701145,,2,
379829371,,1,0
288899269,26.2.2000,2,1710959
1829768,,1,
153981935,18.9.1994,1,916
241152837,,2,0
379003194,7.4.1993,2,1130025
185725646,3.3,2,1802375
169776739,12.9,2,93
176694148,15.6.1961,2,2
399085389,,1,141
61331573,15.5,1,0
64116468,,2,
11677349,5.5.1992,2,37
402371570,24.11.1987,2,56
338516570,,2,90
16604166,24.7,1,73
14828991,25.8.1977,1,340
371286042,,2,
7443068,,2,
404039493,23.3.1990,2,1512846
209920120,,2,
216856023,,1,
398169745,14.3,2,0
3931351,,2,
138802469,,2,
83629290,,2,
103865418,,1,
292757912,,2,0
112989939,3.4,2,60
402482159,4.5.1994,2,163
376419573,26.8.2000,1,1
187945213,,2,
100099837,14.10,2,2
272618372,,2,
217411378,,1,0
36500211,,1,
403968282,30.7.1979,2,1
50873471,,2,0
125859350,,2,
74827642,7.5.1977,2,0
396129208,1.1.1995,1,1581
397821013,,1,
104230876,14.4,2,78
132300308,27.11,2,64
197053983,,2,
12628894,,2,282
10656231,,2,
145962886,,2,
54634743,14.7.1989,2,1
273042600,26.9,2,0
184432803,,2,0
153550785,,2,
73795947,,2,
158851268,,2,
31245261,,2,
153238166,,2,
12977948,10.6,2,1
335583815,,1,
112755347,,2,
1601848,,2,
114726056,15.6.2001,2,0
304043601,,1,
69969784,,2,123
54466850,,2,
294569738,9.2.2004,2,1096
301435074,15.4,2,1113721
290341919,,2,
136197318,5.1.1991,1,95
403879836,7.5.1996,1,169
403878344,,1,161
258308935,,2,
25643544,,2,
375005110,,1,
69903059,,2,5915
54117971,,2,
202665400,19.11.1997,2,141
399976857,,1,33
253044522,,2,
274242781,15.7.1995,2,0
219992019,,2,1
389876850,,1,
90423617,,1,
403737919,,2,1
270470865,,2,106
155861543,,2,0
174352400,,2,
213390535,31.3,2,223
391590796,,1,
403801823,15.6,2,72
355172360,,1,95
387027816,,2,
314915839,28.10,2,0
136108049,29.1,2,378
116291479,,2,
330214372,,2,
146112021,,1,0
153220224,13.5.1991,2,8
389175436,,2,
61494279,,1,
236844791,,2,
244207437,,1,
198614040,,1,
397045882,,1,
75360101,,1,
19359403,,2,
384398339,23.1,2,680
386358145,1.1.1987,2,0
287663612,22.7.1994,2,2
348715992,,1,0
372150227,,1,
26790226,,2,
71728605,,2,
146978361,,2,0
128637687,,1,
11183587,20.2.1993,1,2
165796146,,1,
377633841,,2,1064
35977967,20.3,1,61
403296815,30.3,2,0
403600966,,2,0
83462477,,2,
226189914,,1,
144708281,16.8,1,0
24190719,17.7.1989,1,270
393591402,,1,282
271654617,11.4,2,2404
147462406,,1,
226935912,,1,
383377431,4.9.1978,2,1505862
278817543,,2,
402263345,9.8.1991,1,151
403307369,,2,
14650499,,1,
252892496,21.3,2,72
301506789,1.4,2,1
232436044,23.6.1981,2,545
399197740,,2,
403184053,,1,125
155462684,,1,
229859023,10.4.1989,1,110
31297009,,1,
256332525,13.11.1964,1,1056646
313263582,,2,
207508326,,1,
132051831,,1,
403333913,23.3,1,104
403335772,,2,73
324017000,3.6.1985,2,151
70159907,28.8,1,2201
163953772,27.3,1,119
374266449,4.11,2,168
43552839,6.8,2,42
403299852,4.11.1996,2,2538
207106876,,1,
210622312,22.8.1995,1,715
392756137,17.3,1,60
164642524,28.7.1992,2,1059986
366669972,,1,8267
130783458,,1,
360494627,20.9,1,110
155509781,13.1.1986,2,260
322216652,,2,
402849918,,2,
120801748,,2,1
282236450,,2,
400018979,25.11.1987,2,1154796
151929223,,1,99
397411038,16.11.1992,2,2334
384969464,,2,
203407787,2.2.1981,2,95
52345998,,2,
250604893,,2,
326496028,,1,
160952004,,1,
396296831,,2,73
309762028,12.6.1987,1,0
122142782,14.8.1987,1,34
403060394,,2,
313249194,13.12.1999,2,74
174996040,29.5,1,0
275480981,,2,
165231590,1.2.1931,2,1
382517973,17.8,1,1155465
343714439,20.6.1965,1,4479
29726283,25.12.1996,2,1
402982086,7.3.1989,1,0
373619642,11.10.1991,2,59
388269736,6.4.1987,1,148
64656436,,2,
361127008,,2,
365965256,,2,
361596334,27.6,2,354
312653562,19.3.1995,2,0
184815010,,2,
368235403,16.3.1994,2,99
221872504,,2,
338932744,,1,
402907571,,1,
256999606,4.3,1,82
357817286,,2,0
301460383,,2,
343754772,5.7,2,1937941
305827758,,2,
74417685,,2,
402862248,,1,0
94226527,,1,
96064494,17.3.1984,1,49
316644426,,2,
353741244,19.9.1989,2,1
402650984,,2,110
164713142,,2,
376321228,,2,0
256435427,18.1.1990,2,5891
402743481,2.2,1,0
10190957,,2,
368310912,30.12,2,1045431
44394891,,2,
336798987,17.1.1991,1,314
390345351,,2,
402713413,3.1.1990,1,3522
193656443,,2,
402382026,,2,
402412811,,2,
255944561,4.11,2,0
370087626,,2,0
390065507,,2,
233556807,,2,
37590979,,1,
25181150,26.8.1988,2,621
325615592,,1,
139200900,,2,
70275564,24.6,2,2055
106631787,,2,
385177840,11.11.1988,1,1
287210289,26.7.1994,2,95
402528416,4.5.1989,2,1
254063053,6.9.1988,2,151
367006484,,1,
221258288,,2,
273680433,,2,
50011950,,2,
381288091,,1,
306094099,,1,0
251235965,,1,
398862315,,2,
314004038,14.8.1990,1,282
31060486,8.12,1,338
259763129,21.9.1965,2,1
6225105,17.8,1,2
279791521,28.6,2,0
67587649,,2,
129122309,24.11.1974,1,11
147393970,15.6,2,18033
330103560,9.11.1991,2,314
282371834,,2,99
397859587,1.3,2,110
193505225,,2,
157165307,,1,
388546648,26.8.1982,2,762
276551527,,1,
402340443,13.6.1989,2,13307
371139280,8.6.1985,1,0
346672569,27.11.2000,2,148
301310421,,2,
351932012,27.12,1,22
153696686,,2,
372324283,,2,
317038428,,2,
393492129,,2,
373364855,,2,
309057482,,1,
17216902,,1,
36666418,,1,
375677155,,2,
395961743,,1,0
372854083,,1,
370444787,15.12.1994,1,1
386981280,1.9.1990,2,5297
342824245,,2,
372096357,7.1.1994,2,19589
401112829,24.4.1985,2,1133
384687352,,2,0
363534821,2.2.1986,2,130
327557972,29.9.1989,2,1
223846308,,2,
137497051,,1,
8125162,,1,
368107584,,1,
141584276,,2,
304768388,,2,
402150286,,1,0
222851035,,1,
33406748,,2,
140227859,,1,
359255726,,2,0
402106273,,2,
402089699,1.1.1994,2,1006
258910642,,1,
100571769,,2,
8539795,,2,2
265552958,27.1.1986,1,185
398808696,,1,
366971285,11.11,1,56
153629126,2.11.1998,2,1515864
18082482,,2,
20154575,,2,
139940677,,2,
121327864,,2,
178666663,5.11,2,59
379429200,,2,
138665233,16.6.1998,2,1149814
123616818,25.2.1981,1,56
383894707,5.2,1,138
216654102,,1,2117
43571099,,1,
328562176,,2,0
134812173,29.12.1997,2,0
113596949,20.8.1991,2,18033
337210212,,1,
377985379,10.6,2,147
185031304,,1,
348994898,19.3.1993,2,2
29946855,,1,
124221510,,2,110
342838917,,2,
166454516,26.11,2,6676
26894061,22.10.1986,2,73
401847002,,1,2722584
185779346,30.10.1991,1,1043668
356353838,23.6.1993,1,10
179150553,,2,
304202685,,1,
99657218,,2,0
147981302,9.12,1,0
401164118,,1,
133782281,10.5.1984,1,49
151892376,24.10,1,0
308572052,,1,0
112628801,13.4,2,1
366976325,12.6.1988,2,1100
216288985,1.2.1984,2,10
374895163,18.9,2,1509808
316140588,,2,
295097329,,1,
401534000,1.11,2,0
188438736,,1,
310483010,,1,
294032806,12.6.2000,1,314
303084779,,1,
363982720,,1,2
185127977,12.7,1,0
254912272,24.7.1983,2,1953016
6629936,,2,
400425886,,1,0
275811199,14.11.2004,2,7648
118618756,15.4.1993,1,8
353556197,31.10,2,99
90251851,,2,2
401672780,10.1.1976,2,0
196579903,,2,
400316430,,1,
401657415,2.2.1981,2,0
388801470,,1,
400795676,1.1.1970,2,0
393625643,,2,
321117634,,2,73
206996973,4.8.1966,2,95
98782258,,1,
400991885,,2,119
394144643,,2,
118197460,,1,
68527345,28.5.1996,2,41
16056912,,1,
353807789,,1,
368353008,,1,0
231986331,,2,
352842872,,2,
226870011,,1,
195635529,,2,
376587557,6.3,2,106
198003267,,1,
386782154,,2,110
269982288,11.6,1,0
346877999,,2,
401315443,,2,
401453928,17.2.1993,1,223
382178281,,1,
394706522,8.2.1990,1,936
5328353,14.4.1988,2,376
219559712,,2,
347442579,24.7.1980,2,99
380534985,,1,0
175913620,31.8,1,916
401423619,,1,1017
335382747,30.6,1,130
287960282,,2,
286830650,,1,
369215048,,1,
73431677,,2,
387406413,,1,0
91525714,,2,
368941784,,2,
230788226,6.7.1994,2,23
186356352,,2,
372878717,31.8.2004,1,0
225445992,20.6,2,628
339033967,,1,
360795443,17.1.1993,2,10
401353847,27.2.1994,2,0
191881410,,1,
394593687,,2,1017
350534017,,1,
390415365,,1,
377935103,1.5,1,123
389108629,,1,
172823588,,2,
395093097,,1,
89371556,,1,
220236156,,1,
257956560,,1,
306113873,25.9.1990,1,1084928
336736775,10.1.2001,2,49
364421043,1.1,2,119
298355661,,2,
395944164,2.5.1983,2,88
401168731,,2,
145182750,22.7,2,141
61680230,,1,
377243598,24.2.1993,2,1
384225356,,2,0
193404250,,1,
336011569,17.8,1,148
72312555,,2,
238194789,,2,
279386844,9.3,1,60
261358978,,1,
212379053,21.4.1990,2,1344
103604870,25.5,2,149
366491919,10.8.1975,2,1710182
392404421,5.3.1998,2,154
400802582,25.2.1983,1,99
192494797,26.9,1,952
16380776,,1,
401103849,3.8.2000,2,1126923
247928442,,2,1
207414309,,2,10749
16540388,22.1,2,35
376232033,17.11,1,2
286714572,,1,
348100087,,1,
273550590,,1,0
328804277,10.2,2,1
389283681,17.9.1992,2,123
393118065,,1,1
400994323,,2,
2773409,,2,
82227388,29.7,1,123
235187181,,2,
400259024,3.12,2,680
205526225,3.10.1987,2,87
367114363,,2,2
391672769,,1,82
181035340,,2,1
174794509,5.1.1986,1,1
341942554,,1,
79627617,,1,
349610423,,2,
194809766,,1,0
375980017,,1,
231722173,13.2.1987,1,1
399527771,,1,
186807026,,2,
240242165,15.2.1999,1,1155300
393460345,8.3,1,158
375143419,6.6.1917,2,0
191296306,,1,105
57732632,10.1,2,149
400664293,10.11.1994,1,33
242011984,14.2,1,33
315090408,,2,
258061563,,2,
136451321,2.2.1990,2,2
387814477,11.7.1994,2,1
349573590,29.4.1998,2,60
397977223,24.3.1980,2,1139921
288279124,,1,
177988630,2.2.1990,2,0
389953199,24.6,1,155
235284279,,1,
228758567,11.9,2,3001097
372959754,,1,0
29801772,,2,
336482227,,2,
400225375,,2,158
389683803,,2,0
142295684,,1,
175973059,,2,
368959200,16.5.1998,1,11
396678586,,2,
397814299,,1,0
392267388,,1,136
382127925,,2,
145031071,6.7.1987,1,119
107420687,,2,
284599154,,1,0
284091477,,1,
400258862,1.9.1983,2,1083837
359399838,,1,8267
18005126,19.11,1,2
360676810,26.7.1977,1,136
365657095,,2,
348235484,14.11.1902,2,4116
392962318,,2,1
223719864,13.5.1986,2,0
400261103,,2,
139012033,,1,
390173985,13.11,2,628
364848786,,2,1
344104210,,2,
204572337,9.8,2,1
382123529,,2,
216207089,,2,
307390134,26.2,2,1
214123113,26.2.1989,2,1151584
400254341,21.9.1990,1,73
145335213,10.4.1983,2,1263
369305707,,2,0
117800511,,2,
269711495,,2,
66611838,,1,
256227241,,1,
372863113,9.5,2,1
397867773,,2,
370134605,14.2.1982,1,5103
341065935,,2,
383089679,,2,
357234772,6.11.1992,2,72
234282431,,1,99
395908460,30.10.1985,2,119
285302264,7.7.1987,1,26
118715312,,2,282
317065856,15.6,1,0
365268004,,2,
108853259,,1,2
269193441,7.10.1989,2,0
336005523,,2,158
46091668,,2,
388119550,,1,
181851457,,2,
111994872,12.5,1,1
398949293,5.1.1986,2,1
13976381,,2,
51198436,27.6.1989,1,103
396557913,,2,
348472325,,2,
396662117,,1,
300393648,6.8.1985,2,0
391148836,26.3,2,143
110722123,,2,
400050347,,2,
209871528,,1,
394424604,13.5.1981,1,99
395812511,,2,
386521337,,2,0
320246199,20.12.1916,2,6254
375389288,14.12.1976,2,0
384896388,,2,
10782501,,1,
281050523,28.5.1997,1,0
189766764,11.12,2,114
228238917,,1,
360023669,,1,
204859634,,1,
169883926,18.6,1,338
328431525,,1,
329787586,,1,
324336893,9.6,1,0
388844629,,2,
373643157,25.5.1978,2,0
277772491,12.9.1982,1,1155828
163697359,,2,
5457271,22.10,1,1
285962172,,1,
231192746,2.7,1,119
336260710,,1,
320159000,23.10.1997,1,14923
398491161,3.12.1987,2,18033
135919839,25.1,1,210
398720938,1.1,1,60
137100245,,1,
399909963,7.5,1,123
385150141,,2,
138478928,,1,
155577329,,2,1156899
360117943,,1,
264098021,,1,
399671048,,2,0
399556372,,1,
311612208,,1,0
399816797,,1,
338953018,,1,
295085591,,2,0
218236092,,2,
351582107,,2,
343048540,,1,
373705131,,1,
198570142,,2,
339976765,,1,1
142949940,,1,
61099625,,1,
280940667,,1,
346876629,,2,73
365132931,,2,
187711918,,2,2939
389845945,31.12.1988,1,1
394269000,4.12.1991,2,61
349596714,,2,
392982789,29.11.1905,2,1
363191773,,2,916
231533957,4.3.1982,2,1
338627825,6.12.1971,1,242
214915537,,1,60
65942360,,2,
221511521,,2,
313538321,16.6.1975,2,8
377046704,,1,
333685082,,1,0
395886338,,2,0
398474878,24.4.1978,2,455
263422141,,2,2435
385606487,16.4.1968,1,147
124159784,1.11,1,1
311093966,,2,0
384010398,,2,
141864215,,1,
278676410,,1,
392660150,,2,314
399605221,17.3.1996,2,2204640
224207888,,2,
384662867,,1,
222912204,21.5.1989,2,110
328941301,,2,
196472815,,1,
310978972,,1,1937764
139011535,4.5,1,1777
103144105,,1,
153281561,27.5.1994,2,98
290019396,,2,
394071699,,2,1017241
262034732,4.6.1992,1,2001
54395802,,1,
386059668,,2,
295651343,13.1.2000,2,292
382821632,,1,0
391973854,,1,0
241625961,,2,
97766052,,1,
67949186,23.3,2,124
154009258,,2,
294084542,15.3,2,314
328065407,21.5.1989,2,141
224771426,,2,
399411435,4.2,2,97
317783426,5.7.2000,2,0
245696833,,1,
135636738,15.4,2,93
130709871,,2,
107761724,,1,
129419872,8.11.1993,1,110
349191697,,1,
399358157,,2,0
367704471,,2,0
331807871,,2,0
380306803,,2,123
382665673,31.5,1,0
397358725,,1,
394591664,17.10.1980,2,1
300460503,14.7.2000,2,132
399234409,2.5.1995,1,40
399219263,5.12.1982,2,158
85590219,10.9.1996,2,99
319796015,7.3,1,1
228042886,,2,
381016246,,1,
309436719,,2,1
385054020,,2,0
394324821,4.8.1977,2,22
164517201,,2,0
137624499,28.9.1992,2,377
311648951,,2,
249126404,15.3.1961,2,73
125364289,,1,
25951151,,2,
268813071,,1,
385275011,,2,
395722019,,2,
247274008,,1,60
397615058,8.7.1997,1,35
19161670,31.7,2,2
191315219,20.6,2,10
365735576,,1,
335497609,,1,
399170378,31.12,1,0
298722366,2.4.1988,1,37
17448445,20.8,2,60
393347417,5.5.1996,2,0
390775969,14.9.1980,2,95
174271954,,2,
373031446,2.4,1,2
346113895,24.11.2003,2,952
166602506,,1,
369185062,,2,
397255478,,1,0
399087061,10.8.1983,1,0
286869455,18.8.1989,2,0
271382249,26.8.1979,2,2
399087645,8.4.1988,2,187
380499877,23.12,2,728
53251836,,1,60
292366386,,2,0
155886582,,2,0
381807481,,2,0
331060493,,2,
398981349,,2,
176341551,,1,
223601557,,2,
399002338,,1,37
397725077,,1,22
392849550,,2,
303007553,,1,
389879261,,1,
397769146,,2,
395576467,,2,
58062145,,2,
369336723,,2,0
370078978,,1,
214536934,,1,
278757953,,1,
398919495,29.11.1977,2,99
218294104,20.10.2000,2,110
77544256,,2,
391458001,,2,
391411966,5.6.1989,1,2
25188052,8.9.1991,1,147
32116105,3.3.1992,1,378
398659062,,2,
387151901,,2,
393689972,4.2,2,0
321140527,31.5,2,0
397698650,,2,
67771026,29.8.1988,2,60
195770881,,1,
113418555,,2,621
352325495,4.12.1987,2,121
85622331,,1,
383537759,,1,
153068528,,1,10
239175135,,1,
266186389,4.5.1985,1,0
177275988,,1,4529247
347118414,,1,
398567567,18.3,2,0
111056686,,2,
389022067,23.12,1,468
319782015,4.3.1987,2,403
375769374,13.12.1983,2,314
398044067,,1,
398669038,1.11.1991,1,0
132377912,,1,
300579788,9.7.1991,1,0
358326860,,2,9014
377322700,,2,
66339160,,1,
252092065,,1,
398492824,22.10,2,9254
397644271,,2,2
24363766,,2,0
257377895,19.4.1997,2,1
343966903,,2,
304084761,,2,
258891353,28.3.1982,2,2417
370265507,,2,
122037000,,2,1443
91519387,13.7,2,0
43116841,2.11.1989,1,377
251686049,,1,
93135994,,1,
322680593,25.4.1999,2,119
142608737,,1,
81626321,,2,
398496019,6.3.1989,2,2
398474300,1.1.1996,2,0
270826816,16.7.1989,1,149
349243736,,2,37
96528579,,1,
167002259,4.1.1989,2,1
198971228,,2,1
297282762,,2,
309653758,7.11,2,292
3487596,,1,
67084497,,2,
164151654,,2,
303114971,14.4.1999,2,95
398115675,,2,0
310424471,,2,3631
165168357,3.3.1999,2,2
396256148,7.4.1991,1,2
334832903,29.1,2,147
280229412,2.8,1,94
391636086,,2,
150197342,,1,
378538561,7.5,2,0
132031786,31.3,2,0
236778579,2.2,2,10
331939567,11.4.1986,1,1489
135804864,16.5.1997,1,0
398258240,28.12.1988,2,11267
140013179,22.6.1941,2,0
156359124,,1,
371504428,,2,
217040390,,2,
100966644,,1,
374971702,,1,
219470709,,2,
357222758,10.3.1984,1,210
356415207,1.10.1904,1,87
158680474,31.3,2,0
270804412,2.4,1,0
380565722,30.11,1,141
96641203,,1,
275568932,,1,
327199362,15.8.1996,2,1
293099912,,1,
381208258,,2,
390658159,,1,
398172838,,2,0
12430466,9.8.1993,1,72
397783036,,2,141
389359808,18.1,2,119
153828530,8.1,1,42
380944032,,1,0
398098084,,1,
334374867,,2,99
134608291,,1,
108604596,24.3.1992,2,1124659
219335678,14.6.1987,1,39
312130068,,1,
390582360,15.11.1996,1,49
2210870,,1,
379693741,16.12.1989,2,1
151513977,,1,292
152112826,,1,
397937857,15.9,1,5569
344538613,,2,0
398042718,,1,
332902286,,2,
133821581,6.11.1988,2,185
200907075,,2,
368933204,15.8.1985,1,0
384571715,,2,
282334506,,2,
369490871,18.2,1,0
397996562,30.6.1993,2,0
391548092,,2,0
272800142,,2,
397679531,,2,
12039798,,1,
159654606,1.12,2,478
342213145,,1,143
397461543,,2,314
323796165,,1,
367085848,,2,
141254609,8.9.1994,1,0
388333127,5.11.1987,2,0
296244778,28.7.2000,1,0
334343941,,2,
388709977,17.2.1999,2,2716
360494408,,2,0
135037447,20.12.1993,1,1017
394892171,2.6.1993,1,60
24398476,,2,
165330953,,2,
179016297,7.8,1,148
134635136,,1,
397656413,,1,0
331248326,28.5,1,280
390601090,,2,0
256449039,,2,
355841909,,1,
289485584,9.5.1992,1,1505580
185088386,,1,
193956715,21.7,2,0
237755719,,2,
151856388,,2,99
394009385,30.10.1993,2,223
382797237,,1,
331470131,,2,
184769642,4.7.2000,2,62
354181116,7.8.1993,1,1
105307621,,1,
363173961,,2,
316404098,20.9,1,110
382243215,22.1.1992,2,21244
383252777,26.10.1994,2,284
397712613,,2,0
392155368,,1,
352172776,,2,
397659347,1.2.1986,1,49
365499705,17.6.1987,2,106
184239958,,1,
397086617,,2,5543
217054867,,1,
310611405,25.12.1991,2,132
219803986,30.8.1996,1,2702
291138816,,2,
181720676,16.8.1985,1,20275
102215028,,1,40
155370475,,2,0
375788260,5.5,2,1
386652194,,2,
268589141,10.5,1,95
397544840,17.11.1989,2,0
104742776,,2,
374333544,24.10.1983,2,1151
745875,,2,
348346191,,2,
329074530,,1,
310296982,3.1.1992,1,0
375480360,4.3.1996,2,321
391777215,,2,14100
383107509,,2,
259112719,,2,
391200116,,1,
178898142,,1,
265577778,,1,
263867371,,1,
395383176,,2,0
159480449,28.8,1,18065
206195297,,2,1
246932855,,2,
305358945,,2,
383968435,1.2,1,95
397353053,15.3.1991,2,147
33928125,,1,
221470577,14.9,1,1581
373670696,16.6.1993,2,0
